EmployeeId,Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes,Attrition
1193,32,906,7,3,1,4,91,2,2,3,5484,16985,1,14,3,3,80,1,13,3,2,13,8,4,8,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
1194,36,635,10,4,1,2,32,3,3,4,9980,15318,1,14,3,4,80,0,10,3,2,10,3,9,7,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0
1195,43,394,26,2,1,3,92,3,4,4,16959,19494,1,12,3,4,80,2,25,3,4,25,12,4,12,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,0.0
1196,26,575,1,2,1,1,71,1,1,4,4364,5288,3,14,3,1,80,1,5,2,3,2,2,2,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.0
1197,27,1420,2,1,1,3,85,3,1,1,3041,16346,0,11,3,2,80,1,5,3,3,4,3,0,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,1.0
1198,42,1474,5,2,1,2,97,3,1,3,2093,9260,4,17,3,4,80,1,8,4,3,2,2,2,0,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
1199,34,1326,3,3,1,4,81,1,2,1,4759,15891,3,18,3,4,80,0,15,2,3,13,9,3,12,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0
1200,55,267,13,4,1,1,85,4,4,3,13695,9277,6,17,3,3,80,0,24,2,2,19,7,3,8,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,1.0
1201,42,1265,3,3,1,3,95,4,2,4,5231,23726,2,13,3,2,80,1,17,1,2,5,3,1,3,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.0
1202,50,878,1,4,1,2,94,3,2,3,6728,14255,7,12,3,4,80,2,12,3,3,6,3,0,1,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,0.0
1203,33,970,7,3,1,4,30,3,2,2,4302,13401,0,17,3,3,80,1,4,3,3,3,2,0,2,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
1204,30,1358,24,1,1,4,67,3,1,3,2693,13335,1,22,4,2,80,1,1,2,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.0
1205,35,982,1,4,1,4,58,2,1,3,2258,16340,6,12,3,2,80,1,10,2,3,8,0,1,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
1206,42,647,4,4,1,2,45,3,2,1,5155,2253,7,13,3,4,80,0,9,3,4,6,4,1,5,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0
1207,40,1469,9,4,1,4,35,3,1,2,3617,25063,8,14,3,4,80,1,3,2,3,1,1,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,0.0
1208,34,304,2,3,1,4,60,3,2,4,6274,18686,1,22,4,3,80,0,6,5,3,6,5,1,4,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0
1209,50,1099,29,4,1,2,88,2,4,3,17046,9314,0,15,3,2,80,1,28,2,3,27,10,15,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.0
1210,45,1316,29,3,1,3,83,3,1,4,3452,9752,5,13,3,2,80,0,9,2,2,6,5,0,3,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0
1211,21,156,12,3,1,3,90,4,1,2,2716,25422,1,15,3,4,80,0,1,0,3,1,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,1.0
1212,37,1017,1,2,1,3,83,2,1,1,3920,18697,2,14,3,1,80,1,17,2,2,3,1,0,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0
1213,33,508,10,3,1,2,46,2,2,4,4682,4317,3,14,3,3,80,0,9,6,2,7,7,0,1,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0
1214,31,1276,2,1,1,4,59,1,1,4,1129,17536,1,11,3,3,80,3,1,4,3,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,0.0
1215,29,459,24,2,1,4,73,2,1,4,2439,14753,1,24,4,2,80,0,1,3,2,1,0,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,0.0
1216,47,202,2,2,1,3,33,3,4,4,16752,12982,1,11,3,3,80,1,26,3,2,26,14,3,0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,0.0
1217,30,448,12,4,1,2,74,2,1,1,2033,14470,1,18,3,3,80,1,1,2,4,1,0,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,1.0
1218,27,608,1,2,1,3,68,3,3,1,7412,6009,1,11,3,4,80,0,9,3,3,9,7,0,7,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,0.0
1219,54,431,7,4,1,4,68,3,2,4,6854,15696,4,15,3,2,80,1,14,2,2,7,1,1,7,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0
1220,50,881,2,4,1,1,98,3,4,1,17924,4544,1,11,3,4,80,1,31,3,3,31,6,14,7,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,0.0
1221,29,805,1,2,1,2,36,2,1,1,2319,6689,1,11,3,4,80,1,1,1,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,1.0
1222,36,329,16,4,1,3,98,2,2,1,5647,13494,4,13,3,1,80,2,11,3,2,3,2,0,2,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
1223,45,1339,7,3,1,2,59,3,3,1,9724,18787,2,17,3,3,80,1,25,2,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.0
1224,50,562,8,2,1,2,50,3,2,3,6796,23452,3,14,3,1,80,1,18,4,3,4,3,1,3,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,1.0
1225,39,105,9,3,1,4,87,3,5,4,19431,15302,2,13,3,3,80,0,21,3,2,6,0,1,3,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,0.0
1226,27,954,9,3,1,4,44,3,2,4,4105,5099,1,14,3,1,80,0,7,5,3,7,7,0,7,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0
1227,33,827,1,4,1,3,84,4,2,2,5488,20161,1,13,3,1,80,1,6,2,3,6,5,1,2,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.0
1228,46,150,2,4,1,4,60,3,2,4,7379,17433,2,11,3,3,80,1,12,3,2,6,3,1,4,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.0
1229,27,1297,5,2,1,4,53,3,1,4,2379,19826,0,14,3,3,80,0,6,3,2,5,4,0,2,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,0.0
1230,55,478,2,3,1,3,60,2,5,1,19038,19805,8,12,3,2,80,3,34,2,3,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,0.0
1231,54,397,19,4,1,3,88,3,3,2,10725,6729,2,15,3,3,80,1,16,1,4,9,7,7,1,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,0.0
1232,47,249,2,2,1,3,35,3,2,4,4537,17783,0,22,4,1,80,1,8,2,3,7,6,7,7,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.0
1233,33,1216,8,4,1,3,39,3,2,3,7104,20431,0,12,3,4,80,0,6,3,3,5,0,1,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,0.0
1234,35,607,9,3,1,4,66,2,3,3,10685,23457,1,20,4,2,80,1,17,2,3,17,14,5,15,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,0.0
1235,39,439,9,3,1,3,70,3,2,2,6782,8770,9,15,3,3,80,0,9,2,2,5,4,0,3,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0
1236,38,688,23,4,1,4,82,3,2,4,5745,18899,9,14,3,2,80,1,10,2,3,2,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0.0
1237,55,685,26,5,1,3,60,2,5,4,19586,23037,1,21,4,3,80,1,36,3,3,36,6,2,13,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.0
1238,54,1082,2,4,1,3,41,2,3,3,10686,8392,6,11,3,2,80,1,13,4,3,9,4,7,0,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
1239,37,1305,10,4,1,3,49,3,2,2,4197,21123,2,12,3,4,80,0,18,2,2,1,0,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,0.0
1240,20,805,3,3,1,1,87,2,1,3,3033,12828,1,12,3,1,80,0,2,2,2,2,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0
1241,40,720,16,4,1,1,51,2,2,3,5094,11983,6,14,3,4,80,0,10,6,3,1,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0
1242,51,237,9,3,1,4,83,3,5,2,19847,19196,4,24,4,1,80,1,31,5,2,29,10,11,10,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.0
1243,34,658,7,3,1,1,66,1,2,3,6074,22887,1,24,4,4,80,0,9,3,3,9,7,0,6,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,1.0
1244,34,401,1,3,1,4,86,2,1,2,3294,3708,5,17,3,1,80,1,7,2,2,5,4,0,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
1245,42,319,24,3,1,4,56,3,3,1,7406,6950,1,21,4,4,80,1,10,5,2,10,9,5,8,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,0.0
1246,35,1180,2,2,1,2,90,3,2,4,5762,24442,2,14,3,3,80,1,15,6,3,7,7,1,7,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.0
1247,29,428,9,3,1,2,52,1,1,2,2760,14630,1,13,3,3,80,0,2,3,3,2,2,2,2,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,0.0
1248,29,590,4,3,1,4,91,2,1,1,2109,10007,1,13,3,3,80,1,1,2,3,1,0,0,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.0
1249,30,990,7,3,1,3,64,3,1,3,1274,7152,1,13,3,2,80,2,1,2,2,1,0,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.0
1250,43,807,17,3,1,3,38,2,1,3,2437,15587,9,16,3,4,80,1,6,4,3,1,0,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,0.0
1251,50,1452,11,3,1,3,53,3,5,2,19926,17053,3,15,3,2,80,0,21,5,3,5,4,4,4,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,0.0
1252,29,461,1,3,1,4,70,4,2,3,6294,23060,8,12,3,4,80,0,10,5,4,3,2,0,2,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,0.0
1253,31,1082,1,4,1,3,87,3,1,2,2501,18775,1,17,3,2,80,0,1,4,3,1,1,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0
1254,38,1336,2,3,1,1,100,3,1,2,2592,7129,5,13,3,4,80,3,13,3,3,11,10,3,8,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,0.0
1255,41,1200,22,3,1,4,75,3,2,4,5467,13953,3,14,3,1,80,2,12,4,2,6,2,3,3,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,0.0
1256,36,559,12,4,1,3,76,3,2,3,4663,12421,9,12,3,2,80,2,7,2,3,3,2,1,1,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,0.0
1257,41,857,10,3,1,4,91,2,4,1,17181,12888,4,13,3,2,80,1,21,2,2,7,6,7,7,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,0.0
1258,52,1053,1,2,1,4,70,3,4,4,17099,13829,2,15,3,2,80,1,26,2,2,9,8,7,8,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.0
1259,40,523,2,3,1,3,98,3,2,4,4661,22455,1,13,3,3,80,0,9,4,3,9,8,8,8,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0
1260,49,636,10,4,1,3,35,3,5,1,18665,25594,9,11,3,4,80,0,22,4,3,3,2,1,2,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,0.0
1261,27,205,10,3,1,4,98,2,2,4,5769,7100,1,11,3,4,80,0,6,3,3,6,2,4,4,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.0
1262,38,371,2,3,1,4,45,3,1,4,3944,4306,5,11,3,3,80,0,6,3,3,3,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,0.0
1263,51,541,2,3,1,2,52,3,3,2,10596,15395,2,11,3,2,80,0,14,5,3,4,2,3,2,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
1264,40,896,2,3,1,3,68,3,1,3,2345,8045,2,14,3,3,80,1,8,3,4,3,1,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.0
1265,29,1401,6,1,1,2,54,3,1,4,3131,26342,1,13,3,1,80,1,10,5,3,10,8,0,8,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
1266,40,658,10,4,1,1,67,2,3,2,9705,20652,2,12,3,2,80,1,11,2,2,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,0.0
